Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ruffle organization (GO:0031529)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	PLEK
negative regulation of amyloid-beta formation (GO:1902430)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	IGF1
negative regulation of ATP metabolic process (GO:1903579)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	ACTN3
negative regulation of fatty acid metabolic process (GO:0045922)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	BRCA1
negative regulation of interleukin-10 production (GO:0032693)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	IL23R
negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	CD74
negative regulation of viral entry into host cell (GO:0046597)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	PTX3
positive regulation of blood coagulation (GO:0030194)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	SERPINE1
positive regulation of cardiac muscle tissue growth (GO:0055023)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	IGF1
positive regulation of cytokine production involved in inflammatory response (GO:1900017)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	IL6
positive regulation of dendrite extension (GO:1903861)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	RASAL1
positive regulation of heart rate (GO:0010460)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	RYR2
positive regulation of macrophage activation (GO:0043032)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	HSPD1
positive regulation of muscle hypertrophy (GO:0014742)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	IGF1
positive regulation of regulated secretory pathway (GO:1903307)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	CACNA1I
positive regulation of smooth muscle cell migration (GO:0014911)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	IGF1
positive regulation of stem cell differentiation (GO:2000738)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	TACSTD2
positive regulation of stem cell proliferation (GO:2000648)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	CCNE1
positive regulation of transcription of Notch receptor target (GO:0007221)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	DLGAP5
protein autoprocessing (GO:0016540)	1/17	0.5648697883677553	0.9999946032599348	0	0	1.2466588050314464	0.7120416897844787	KLK6
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	15/321	0.5718387537367475	0.9999946032599348	0	0	0.9772110972048393	0.5461615490510479	UBE2C;USP44;PLK1;KIF14;BUB1B;AURKB;AURKA;CDC20;CCNB1;UBE2S;CDK1;FBXO5;SKP2;SPSB4;MAD2L1
positive regulation of hydrolase activity (GO:0051345)	7/149	0.5718478407839257	0.9999946032599348	0	0	0.9829515065073988	0.5493542337437854	BCAR3;RGS16;HMGB2;F2RL1;THY1;RGS8;ECT2
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	5/106	0.5752189397379261	0.9999946032599348	0	0	0.9871808233454924	0.5459154829310993	PDGFD;NTRK3;F2RL1;PTPN6;IGF1
synaptic vesicle exocytosis (GO:0016079)	2/40	0.5756338813364567	0.9999946032599348	0	0	1.0497045341580604	0.5797344343202399	SYT8;SYT7
organic hydroxy compound transport (GO:0015850)	2/40	0.5756338813364567	0.9999946032599348	0	0	1.0497045341580604	0.5797344343202399	SLC16A1;AQP9
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	2/40	0.5756338813364567	0.9999946032599348	0	0	1.0497045341580604	0.5797344343202399	EIF5A;BOK
plasma membrane bounded cell projection organization (GO:0120036)	6/128	0.5769862194321269	0.9999946032599348	0	0	0.9806526283058957	0.5392970623593394	IL6;ATCAY;EPHA8;PLEK;STMN2;MNS1
brain development (GO:0007420)	7/150	0.5789814928098532	0.9999946032599348	0	0	0.9760260836210203	0.5333833858970123	CENPF;SLC6A17;PHGDH;PCDH18;NES;MFSD2A;SLC6A4
response to cytokine (GO:0034097)	7/150	0.5789814928098532	0.9999946032599348	0	0	0.9760260836210203	0.5333833858970123	CD74;COL3A1;IL23R;UBD;PTPN6;MEFV;IL18R1
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	8/172	0.5810910504032022	0.9999946032599348	0	0	0.9725706338372782	0.5279578494929847	CD74;RAMP3;PDGFD;NTRK3;F2RL1;ALKAL1;MT3;FGF21
regulation of programmed cell death (GO:0043067)	9/194	0.583253625742829	0.9999946032599348	0	0	0.9698874350037141	0.5228984695819253	CXCL10;ACTN3;DAPK2;ANP32E;BIRC5;PTPN6;SKP2;OLFM4;LRP8
actin cytoskeleton reorganization (GO:0031532)	3/63	0.5845199322896095	0.9999946032599348	0	0	0.9971113445378151	0.5354132920759831	FGF7;PLEK;S1PR1
neuropeptide signaling pathway (GO:0007218)	3/63	0.5845199322896095	0.9999946032599348	0	0	0.9971113445378151	0.5354132920759831	GAL;NMU;HCRTR1
positive regulation of DNA metabolic process (GO:0051054)	3/63	0.5845199322896095	0.9999946032599348	0	0	0.9971113445378151	0.5354132920759831	H2AX;RAD51;BRCA1
amyloid precursor protein metabolic process (GO:0042982)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	KLK6
carbohydrate derivative transport (GO:1901264)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	MFSD2A
regulation of dendrite extension (GO:1903859)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	RASAL1
cellular response to zinc ion (GO:0071294)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	MT3
regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901028)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	BOK
DNA strand elongation (GO:0022616)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	GINS1
DNA strand elongation involved in DNA replication (GO:0006271)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	GINS1
embryonic axis specification (GO:0000578)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	STIL
embryonic heart tube development (GO:0035050)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	RYR2
regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	IL6
endothelial cell proliferation (GO:0001935)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	LOXL2
epithelial structure maintenance (GO:0010669)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	MUC13
regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	TOP2A
G protein-coupled acetylcholine receptor signaling pathway (GO:0007213)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	RGS8
regulation of telomerase RNA localization to Cajal body (GO:1904872)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	DKC1
regulation of transforming growth factor beta production (GO:0071634)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	ITGB6
regulation of vascular endothelial cell proliferation (GO:1905562)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	APLN
release of cytochrome c from mitochondria (GO:0001836)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	BOK
hyaluronan catabolic process (GO:0030214)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	HMMR
rRNA catabolic process (GO:0016075)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	EXOSC2
interleukin-6-mediated signaling pathway (GO:0070102)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	IL6
synaptic transmission, glutamatergic (GO:0035249)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	SLC17A6
maintenance of gastrointestinal epithelium (GO:0030277)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	MUC13
mitochondrial fission (GO:0000266)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	MTFR2
ventricular cardiac muscle cell action potential (GO:0086005)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	RYR2
negative regulation of biosynthetic process (GO:0009890)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	IL6
negative regulation of lipid catabolic process (GO:0050995)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	MFSD2A
negative regulation of Rho protein signal transduction (GO:0035024)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	RIPOR2
negative regulation of signal transduction by p53 class mediator (GO:1901797)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	CD74
neuron maturation (GO:0042551)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	EPHA8
outer dynein arm assembly (GO:0036158)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	CCDC63
positive chemotaxis (GO:0050918)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	FGF7
positive regulation of cardiac muscle hypertrophy (GO:0010613)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	IGF1
positive regulation of cell adhesion mediated by integrin (GO:0033630)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	P2RY12
positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	FGFBP1
positive regulation of CREB transcription factor activity (GO:0032793)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	LRP8
positive regulation of extracellular matrix organization (GO:1903055)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	IL6
positive regulation of interleukin-4 production (GO:0032753)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	SLC7A5
positive regulation of macrophage derived foam cell differentiation (GO:0010744)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	APOB
positive regulation of mRNA splicing, via spliceosome (GO:0048026)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	RBMX
positive regulation of myoblast differentiation (GO:0045663)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	RIPOR2
positive regulation of nitric-oxide synthase activity (GO:0051000)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	NPR3
positive regulation of response to endoplasmic reticulum stress (GO:1905898)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	BOK
prostanoid metabolic process (GO:0006692)	1/18	0.5856648740074156	0.9999946032599348	0	0	1.1732642742631645	0.6277052335592638	GSTA1
regulation of ERK1 and ERK2 cascade (GO:0070372)	11/238	0.5876128813664846	0.9999946032599348	0	0	0.9659803628761293	0.5135991170827331	CD74;RAMP3;PSCA;PDGFD;NTRK3;F2RL1;PTPN6;ALKAL1;DUSP9;MT3;FGF21
regulation of cell development (GO:0060284)	2/41	0.589177933983374	0.9999946032599348	0	0	1.0227352221056314	0.5410545932924096	ADGRA2;HMGB2
regulation of G0 to G1 transition (GO:0070316)	2/41	0.589177933983374	0.9999946032599348	0	0	1.0227352221056314	0.5410545932924096	RAD51;BRCA1
negative regulation of cell-cell adhesion (GO:0022408)	2/41	0.589177933983374	0.9999946032599348	0	0	1.0227352221056314	0.5410545932924096	IL1RN;CDH1
positive regulation of biomineral tissue development (GO:0070169)	2/41	0.589177933983374	0.9999946032599348	0	0	1.0227352221056314	0.5410545932924096	TMEM119;FBXO5
regulation of Ras protein signal transduction (GO:0046578)	4/86	0.5926524470110776	0.9999946032599348	0	0	0.9726860044625683	0.508857905762728	KIF14;IGF1;FOXM1;NGF
diterpenoid metabolic process (GO:0016101)	3/64	0.5952874224190325	0.9999946032599348	0	0	0.9807135969141755	0.5087068591579881	RBP1;APOB;LRP8
regulation of transcription initiation from RNA polymerase II promoter (GO:0060260)	3/64	0.5952874224190325	0.9999946032599348	0	0	0.9807135969141755	0.5087068591579881	CCNB1;IL6;CDK1
plasma membrane organization (GO:0007009)	3/64	0.5952874224190325	0.9999946032599348	0	0	0.9807135969141755	0.5087068591579881	CAVIN2;FER1L6;SYT7
pre-replicative complex assembly (GO:0036388)	3/64	0.5952874224190325	0.9999946032599348	0	0	0.9807135969141755	0.5087068591579881	GMNN;MCM5;CDC6
negative regulation of angiogenesis (GO:0016525)	4/87	0.601839513938288	0.9999946032599348	0	0	0.9609162200853889	0.48791910305684166	CXCL10;SERPINE1;E2F2;KLF2
ATP-dependent chromatin remodeling (GO:0043044)	2/42	0.6023977201544876	0.9999946032599348	0	0	0.9971143756558237	0.5053748448049424	NASP;ANP32E
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	2/42	0.6023977201544876	0.9999946032599348	0	0	0.9971143756558237	0.5053748448049424	SERPINE1;BRCA1
positive regulation of epithelial to mesenchymal transition (GO:0010718)	2/42	0.6023977201544876	0.9999946032599348	0	0	0.9971143756558237	0.5053748448049424	IL6;LOXL2
positive regulation of protein tyrosine kinase activity (GO:0061098)	2/42	0.6023977201544876	0.9999946032599348	0	0	0.9971143756558237	0.5053748448049424	DOCK3;LRP8
aspartate family amino acid metabolic process (GO:0009066)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	ASNS
regulation of collagen biosynthetic process (GO:0032965)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	IL6
regulation of epithelial cell differentiation (GO:0030856)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	APOLD1
cellular response to copper ion (GO:0071280)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	MT3
DNA alkylation (GO:0006305)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	HELLS
DNA methylation or demethylation (GO:0044728)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	HELLS
establishment or maintenance of apical/basal cell polarity (GO:0035088)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	OOEP
excitatory postsynaptic potential (GO:0060079)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	NPAS4
regulation of stem cell population maintenance (GO:2000036)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	LOXL2
response to ATP (GO:0033198)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	P2RY12
heart trabecula morphogenesis (GO:0061384)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	S1PR1
response to fatty acid (GO:0070542)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	GLDC
histone deubiquitination (GO:0016578)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	EPOP
striated muscle cell differentiation (GO:0051146)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	MYOCD
synaptic transmission, cholinergic (GO:0007271)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	CHRNB4
mitochondrion localization (GO:0051646)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	ATCAY
vesicle transport along actin filament (GO:0030050)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	MYO1H
negative regulation of amyloid precursor protein catabolic process (GO:1902992)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	IGF1
negative regulation of cytokine production involved in inflammatory response (GO:1900016)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	MEFV
negative regulation of immune system process (GO:0002683)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	COL3A1
negative regulation of nervous system development (GO:0051961)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	IL6
negative regulation of RNA splicing (GO:0033119)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	RBMX
negative regulation of striated muscle cell differentiation (GO:0051154)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	TMEM119
negative regulation of T cell receptor signaling pathway (GO:0050860)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	THY1
NLS-bearing protein import into nucleus (GO:0006607)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	KPNA2
nuclear membrane organization (GO:0071763)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	PLK1
peptidyl-lysine dimethylation (GO:0018027)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	SUV39H2
piRNA metabolic process (GO:0034587)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	MOV10L1
positive regulation of actin cytoskeleton reorganization (GO:2000251)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	NTRK3
positive regulation of establishment of protein localization (GO:1904951)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	DKC1
positive regulation of focal adhesion assembly (GO:0051894)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	THY1
positive regulation of G protein-coupled receptor signaling pathway (GO:0045745)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	KLK6
positive regulation of leukocyte activation (GO:0002696)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	HSPD1
positive regulation of mitochondrial fission (GO:0090141)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	AURKA
positive regulation of triglyceride metabolic process (GO:0090208)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	MFSD2A
prostaglandin biosynthetic process (GO:0001516)	1/19	0.6054671394856337	0.9999946032599348	0	0	1.1080246913580247	0.5559569151732966	CD74
regulation of cellular catabolic process (GO:0031329)	3/65	0.6058714863498446	0.9999946032599348	0	0	0.9648448088912984	0.48347156138087777	DAPK2;RAB39B;BOK
chemical homeostasis (GO:0048878)	3/65	0.6058714863498446	0.9999946032599348	0	0	0.9648448088912984	0.48347156138087777	AQP9;RBP1;AQP4
protein autoubiquitination (GO:0051865)	3/65	0.6058714863498446	0.9999946032599348	0	0	0.9648448088912984	0.48347156138087777	UHRF1;ASB4;BRCA1
supramolecular fiber organization (GO:0097435)	16/351	0.611995257584332	0.9999946032599348	0	0	0.9516634081986235	0.46729599283570766	COLGALT2;LAMB3;STMN2;KIF14;LAMC2;OOEP;LOXL1;LOXL2;SPTA1;ADAMTS14;COL3A1;KIF18A;COL6A3;KIF2C;TLL1;MYO1H
anion transport (GO:0006820)	2/43	0.615293295000966	0.9999946032599348	0	0	0.9727433265938116	0.4724188493747517	SLC17A6;ABCG2
regulation of cell-cell adhesion (GO:0022407)	2/43	0.615293295000966	0.9999946032599348	0	0	0.9727433265938116	0.4724188493747517	TENM3;CDH1
cellular response to glucose starvation (GO:0042149)	2/43	0.615293295000966	0.9999946032599348	0	0	0.9727433265938116	0.4724188493747517	ASNS;PRKAG3
positive regulation of axonogenesis (GO:0050772)	2/43	0.615293295000966	0.9999946032599348	0	0	0.9727433265938116	0.4724188493747517	METRN;NGF
positive regulation of phospholipase C activity (GO:0010863)	2/43	0.615293295000966	0.9999946032599348	0	0	0.9727433265938116	0.4724188493747517	P2RY12;NTRK3
cellular component disassembly (GO:0022411)	3/66	0.616270062015305	0.9999946032599348	0	0	0.9494797919167667	0.45961468207627915	ADAMTS15;CTRB1;TLL1
embryonic organ development (GO:0048568)	3/66	0.616270062015305	0.9999946032599348	0	0	0.9494797919167667	0.45961468207627915	STIL;NES;MFSD2A
regulation of protein localization (GO:0032880)	3/66	0.616270062015305	0.9999946032599348	0	0	0.9494797919167667	0.45961468207627915	ATCAY;BORA;OOEP
extracellular matrix disassembly (GO:0022617)	3/66	0.616270062015305	0.9999946032599348	0	0	0.9494797919167667	0.45961468207627915	ADAMTS15;CTRB1;TLL1
positive regulation of cell cycle (GO:0045787)	3/66	0.616270062015305	0.9999946032599348	0	0	0.9494797919167667	0.45961468207627915	TGM1;CCNB1;ASNS
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	4/89	0.6198327944330734	0.9999946032599348	0	0	0.9382074596400074	0.4487498103347304	CDKN2D;DPEP1;NGF;MT3
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	6/134	0.621826111216633	0.9999946032599348	0	0	0.9343881717597471	0.44392295157599776	CD74;FGF7;IL6;IL23R;IGF1;LRP8
positive regulation of apoptotic process (GO:0043065)	14/310	0.6233755913366592	0.9999946032599348	0	0	0.9423772869575208	0.4453732227585587	BARD1;TOP2A;DAPK2;PNMA5;NGF;DUSP9;HSPD1;FGD3;SFRP4;IL6;MELK;UBD;ECT2;BOK
regulation of acute inflammatory response (GO:0002673)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	IL6
branched-chain amino acid catabolic process (GO:0009083)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	BCAT1
branched-chain amino acid metabolic process (GO:0009081)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	BCAT1
calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	CLDN18
cellular monovalent inorganic cation homeostasis (GO:0030004)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	ATP1B1
regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	APLN
regulation of granulocyte chemotaxis (GO:0071622)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	CMKLR1
cortical actin cytoskeleton organization (GO:0030866)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	PLEK
embryonic digestive tract development (GO:0048566)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	SIX2
regulation of protein kinase A signaling (GO:0010738)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	RAMP3
regulation of protein localization to cell periphery (GO:1904375)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	PLK1
energy reserve metabolic process (GO:0006112)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	MT3
epithelial cilium movement involved in extracellular fluid movement (GO:0003351)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	AQP4
eye morphogenesis (GO:0048592)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	TENM3
regulation of tissue remodeling (GO:0034103)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	SYT7
insulin secretion (GO:0030073)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	GAL
skeletal muscle contraction (GO:0003009)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	TNNI2
negative regulation of lipid storage (GO:0010888)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	IL6
negative regulation of telomere maintenance via telomerase (GO:0032211)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	PIF1
negative regulation of viral life cycle (GO:1903901)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	PTX3
neuromuscular synaptic transmission (GO:0007274)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	CHRNB4
nucleobase-containing compound biosynthetic process (GO:0034654)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	TYMS
positive regulation of alpha-beta T cell activation (GO:0046635)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	IL23R
positive regulation of dendrite morphogenesis (GO:0050775)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	LRP8
positive regulation of epidermal cell differentiation (GO:0045606)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	SFRP4
positive regulation of interferon-alpha production (GO:0032727)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	HSPD1
positive regulation of nitrogen compound metabolic process (GO:0051173)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	KLF2
positive regulation of peptidyl-lysine acetylation (GO:2000758)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	BRCA1
post-transcriptional gene silencing by RNA (GO:0035194)	1/20	0.6243239376556107	0.9999946032599348	0	0	1.0496524329692154	0.49447647624644275	MOV10L1
regulation of cell population proliferation (GO:0042127)	35/764	0.6259558844853959	0.9999946032599348	0	0	0.9558358680741934	0.4477855738395891	TFRC;UHRF1;RTKN2;NPR3;KIF14;HMGB2;TTK;LAMC2;FOXM1;FGF7;PDGFD;S1PR3;FBXO5;E2F7;IL13RA1;BOK;KRT6A;FGF21;CDKN2D;FGFBP1;MYOCD;NTRK3;CDC6;IGF1;NGF;SHCBP1;CXCL10;SFRP4;IL6;SAPCD2;PRC1;BIRC5;PTPN6;KIF20B;CDKN3
positive regulation of catabolic process (GO:0009896)	3/67	0.6264814627213074	0.9999946032599348	0	0	0.934594931722689	0.4370503230784623	BARD1;ACTN3;DTL
embryonic organ morphogenesis (GO:0048562)	2/44	0.6278654467984682	0.9999946032599348	0	0	0.9495328036776095	0.4419404756521435	RYR2;SIX2
