Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
high-density lipoprotein particle assembly (GO:0034380)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	ABCA1
response to muramyl dipeptide (GO:0032495)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	NOD2
response to nitric oxide (GO:0071731)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	KCNC2
response to thyroid hormone (GO:0097066)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	HPN
response to UV-B (GO:0010224)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	IVL
homeostasis of number of cells (GO:0048872)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	CCN3
intracellular sterol transport (GO:0032366)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	ABCA1
sodium ion export across plasma membrane (GO:0036376)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	FXYD2
sphingoid biosynthetic process (GO:0046520)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	ACER2
sphingosine biosynthetic process (GO:0046512)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	ACER2
spinal cord development (GO:0021510)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	SOX4
lipid oxidation (GO:0034440)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	ALOX5
lymphocyte mediated immunity (GO:0002449)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	CD55
transport along microtubule (GO:0010970)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	APBA1
microtubule-based transport (GO:0099111)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	CCDC40
negative regulation of adenylate cyclase activity (GO:0007194)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	LTB4R2
negative regulation of alcohol biosynthetic process (GO:1902931)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	BMP2
negative regulation of autophagosome assembly (GO:1902902)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	FEZ1
negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	VSIR
negative regulation of epidermal growth factor-activated receptor activity (GO:0007175)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	CBLC
negative regulation of gluconeogenesis (GO:0045721)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	MST1
negative regulation of nucleocytoplasmic transport (GO:0046823)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	APOD
negative regulation of potassium ion transport (GO:0043267)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	CASQ2
pentose-phosphate shunt (GO:0006098)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	SHPK
plasma membrane repair (GO:0001778)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	AHNAK2
positive regulation of calcium ion-dependent exocytosis (GO:0045956)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	CACNA1H
positive regulation of calcium-mediated signaling (GO:0050850)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	CDH13
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	CD55
positive regulation of cell aging (GO:0090343)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	YPEL3
positive regulation of fatty acid biosynthetic process (GO:0045723)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	NR1H3
positive regulation of lipid transport (GO:0032370)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	ABCB4
positive regulation of neuron migration (GO:2001224)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	SEMA6A
positive regulation of protein acetylation (GO:1901985)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	RAPGEF3
positive regulation of reactive oxygen species biosynthetic process (GO:1903428)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	DUOXA2
positive regulation of transporter activity (GO:0032411)	1/13	0.38547015174789573	0.8354909663955343	0	0	2.185853769300636	2.0837558542536074	NR1H3
positive regulation of protein modification process (GO:0031401)	9/214	0.3880377367033685	0.8398905336242577	0	0	1.1525902035879863	1.091102610405109	C3;NTRK1;BMP2;FGF18;PECAM1;KNDC1;TNIK;AXIN2;RAPGEF3
regulation of Ras protein signal transduction (GO:0046578)	4/86	0.38938793733054744	0.8398905336242577	0	0	1.2801041006306095	1.207367515598037	NTRK1;RASGEF1A;ARHGEF28;SPRY1
regulation of endocytosis (GO:0030100)	3/61	0.38973439085897055	0.8398905336242577	0	0	1.3571933295647258	1.2788694595199634	CDH13;STON2;RAB17
positive regulation of multicellular organismal process (GO:0051240)	14/345	0.39065356820445163	0.8398905336242577	0	0	1.1107265421054175	1.044009782203397	ABCA1;IL33;PRKCH;IL15;MST1;INHBB;AXIN2;ETV4;TSHR;BSCL2;BMP2;MAP3K13;LPIN1;SOX5
acyl-CoA metabolic process (GO:0006637)	2/37	0.39663841269545097	0.8398905336242577	0	0	1.4991229779770026	1.3862843101088431	GLYAT;HMGCS2
negative regulation of endothelial cell proliferation (GO:0001937)	2/37	0.39663841269545097	0.8398905336242577	0	0	1.4991229779770026	1.3862843101088431	ALOX5;PTPRM
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	2/37	0.39663841269545097	0.8398905336242577	0	0	1.4991229779770026	1.3862843101088431	PLK5;DACT1
positive regulation of cytokinesis (GO:0032467)	2/37	0.39663841269545097	0.8398905336242577	0	0	1.4991229779770026	1.3862843101088431	OPN1MW;RXFP3
sodium ion transmembrane transport (GO:0035725)	4/87	0.3977514666500065	0.8398905336242577	0	0	1.2646152324757305	1.165884096446774	FXYD2;SCN3B;SCN4B;SCN1B
heart development (GO:0007507)	7/164	0.39808845370456075	0.8398905336242577	0	0	1.1702596766291034	1.0779040151179649	ACVRL1;BMP2;TH;FLRT3;MYL2;SOX4;PRICKLE4
regulation of neurogenesis (GO:0050767)	3/62	0.3997238987643606	0.8398905336242577	0	0	1.3341205890525145	1.223363529775886	HES6;WNT7A;ASCL2
response to retinoic acid (GO:0032526)	3/62	0.3997238987643606	0.8398905336242577	0	0	1.3341205890525145	1.223363529775886	RET;ACER2;WNT7B
stress-activated MAPK cascade (GO:0051403)	3/62	0.3997238987643606	0.8398905336242577	0	0	1.3341205890525145	1.223363529775886	SH2D3C;NOD2;MAP3K13
positive regulation of cell migration (GO:0030335)	11/269	0.402250796308095	0.8398905336242577	0	0	1.1193038245749283	1.0193270623966306	RET;BMP2;SEMA6A;SEMA3C;TNFRSF18;ENPP2;PECAM1;CDH13;SEMA4G;INSL3;VSIR
metal ion transport (GO:0030001)	4/88	0.4060957058059559	0.8398905336242577	0	0	1.2494951468959676	1.126003066553738	NIPAL4;CHRNA4;CACNA1B;CACNA1E
regulation of acrosome reaction (GO:0060046)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	CACNA1H
atrioventricular valve development (GO:0003171)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	BMP2
regulation of cAMP-dependent protein kinase activity (GO:2000479)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	MST1
branching involved in blood vessel morphogenesis (GO:0001569)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	SFRP2
calcium ion import across plasma membrane (GO:0098703)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	TRPV1
cAMP metabolic process (GO:0046058)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	ADCY4
cardiac left ventricle morphogenesis (GO:0003214)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	SFRP2
cGMP-mediated signaling (GO:0019934)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	KCNC2
regulation of macrophage cytokine production (GO:0010935)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	LAPTM5
COPII-coated vesicle cargo loading (GO:0090110)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	SEC31B
endothelial cell differentiation (GO:0045446)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	ACVRL1
regulation of retinoic acid receptor signaling pathway (GO:0048385)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	DHRS3
regulation of sensory perception of pain (GO:0051930)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	CCN3
growth hormone receptor signaling pathway via JAK-STAT (GO:0060397)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	JAK3
heart process (GO:0003015)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	MYL2
histone H3-K4 trimethylation (GO:0080182)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	WDR61
retinal metabolic process (GO:0042574)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	ALDH1A3
secondary palate development (GO:0062009)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	WNT7A
striated muscle cell development (GO:0055002)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	TMOD4
microvillus organization (GO:0032528)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	TNIK
myeloid dendritic cell activation (GO:0001773)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	CAMK4
NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	SLC5A8
negative regulation of cartilage development (GO:0061037)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	GREM1
negative regulation of cyclase activity (GO:0031280)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	LTB4R2
negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	SPRY1
negative regulation of interleukin-12 production (GO:0032695)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	JAK3
negative regulation of secretion (GO:0051048)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	NR1H3
nuclear membrane disassembly (GO:0051081)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	LPIN1
pancreas development (GO:0031016)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	CCDC40
positive regulation of glycoprotein biosynthetic process (GO:0010560)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	IL33
positive regulation of regulatory T cell differentiation (GO:0045591)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	VSIR
positive regulation of sodium ion transmembrane transporter activity (GO:2000651)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	FXYD2
positive regulation of transmembrane transport (GO:0034764)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	C3
positive regulation of type 2 immune response (GO:0002830)	1/14	0.40806877249543894	0.8398905336242577	0	0	2.017606371829805	1.8084200529191508	NOD2
cellular response to transforming growth factor beta stimulus (GO:0071560)	5/114	0.4088908050465765	0.8398905336242577	0	0	1.2037199949729798	1.0764953847544245	ACVRL1;CLEC3B;WNT7A;DUSP15;SOX5
negative regulation of cell motility (GO:2000146)	5/114	0.4088908050465765	0.8398905336242577	0	0	1.2037199949729798	1.0764953847544245	ACVRL1;PTPRT;SFRP2;PODN;SRGAP1
positive regulation of kinase activity (GO:0033674)	5/114	0.4088908050465765	0.8398905336242577	0	0	1.2037199949729798	1.0764953847544245	RET;NTRK1;EEF1A2;INSRR;AGAP2
regulation of axon extension (GO:0030516)	2/38	0.40963392197275805	0.8398905336242577	0	0	1.457404881006518	1.3007213100384991	RTN4R;MAP3K13
lysosome organization (GO:0007040)	2/38	0.40963392197275805	0.8398905336242577	0	0	1.457404881006518	1.3007213100384991	ABCA1;TPP1
synaptic vesicle endocytosis (GO:0048488)	2/38	0.40963392197275805	0.8398905336242577	0	0	1.457404881006518	1.3007213100384991	DNAJC6;STON2
positive regulation of production of molecular mediator of immune response (GO:0002702)	2/38	0.40963392197275805	0.8398905336242577	0	0	1.457404881006518	1.3007213100384991	LAPTM5;NOD2
anterior/posterior pattern specification (GO:0009952)	3/63	0.40966741222218855	0.8398905336242577	0	0	1.3118169398907105	1.170678080683858	HES6;BMP2;CELSR2
monocarboxylic acid biosynthetic process (GO:0072330)	3/63	0.40966741222218855	0.8398905336242577	0	0	1.3118169398907105	1.170678080683858	ALDH1A3;SDS;ALOX5
positive regulation of Ras protein signal transduction (GO:0046579)	3/63	0.40966741222218855	0.8398905336242577	0	0	1.3118169398907105	1.170678080683858	RTN4R;NTRK1;RASGEF1A
enzyme linked receptor protein signaling pathway (GO:0007167)	6/140	0.40999046241886505	0.8398905336242577	0	0	1.1750506725631105	1.0477003045289062	RET;PTPRT;NTRK1;INSRR;JAK3;GFRA2
protein localization to cell periphery (GO:1990778)	6/140	0.40999046241886505	0.8398905336242577	0	0	1.1750506725631105	1.0477003045289062	TRARG1;TMEM150A;TNIK;SCN3B;NKD2;CRB3
calcium ion transport (GO:0006816)	5/115	0.41618839262232815	0.8485006015444929	0	0	1.1927148194271482	1.0455543902329982	CHRNA4;CACNA1B;TRPV1;CACNA1E;CACNA1H
regulation of cilium assembly (GO:1902017)	3/64	0.4195598899403504	0.8485006015444929	0	0	1.2902445579145392	1.12064061822305	TBC1D2;TBC1D8;CDKL1
lipid homeostasis (GO:0055088)	3/64	0.4195598899403504	0.8485006015444929	0	0	1.2902445579145392	1.12064061822305	ABCA1;ABCB4;NR1H3
endothelial cell migration (GO:0043542)	2/39	0.4224905720480057	0.8485006015444929	0	0	1.4179418163047086	1.2216818622242442	CDH13;CCN3
response to peptide (GO:1901652)	2/39	0.4224905720480057	0.8485006015444929	0	0	1.4179418163047086	1.2216818622242442	CACNA1B;NOD2
negative regulation of protein kinase activity (GO:0006469)	4/90	0.42271302327768556	0.8485006015444929	0	0	1.2203098654280533	1.0507621630854946	PTPRT;GADD45A;DUSP26;SRCIN1
ion transport (GO:0006811)	5/116	0.42347139977021914	0.8485006015444929	0	0	1.181907935332593	1.0155772044711264	SLC5A8;CHRNA4;SLC26A11;SLC8B1;CNGB1
regulation of cell-matrix adhesion (GO:0001952)	3/65	0.4293965358112224	0.8485006015444929	0	0	1.2693680592279217	1.07309133898192	ACER2;CDH13;GPM6B
chemical homeostasis (GO:0048878)	3/65	0.4293965358112224	0.8485006015444929	0	0	1.2693680592279217	1.07309133898192	ABCB4;SLC4A11;NR1H3
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)	3/65	0.4293965358112224	0.8485006015444929	0	0	1.2693680592279217	1.07309133898192	CHRM1;MC5R;TSHR
acetyl-CoA metabolic process (GO:0006084)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	HMGCS2
regulation of aerobic respiration (GO:1903715)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	CBFA2T3
C21-steroid hormone biosynthetic process (GO:0006700)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	CACNA1H
calcium ion import into cytosol (GO:1902656)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	TRPV1
cardiac myofibril assembly (GO:0055003)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	MYL2
catecholamine metabolic process (GO:0006584)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	TH
regulation of cytoplasmic translation (GO:2000765)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	RBM24
dermatan sulfate proteoglycan biosynthetic process (GO:0050651)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	CSGALNACT1
regulation of neuron projection arborization (GO:0150011)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	MAP3K13
regulation of non-canonical Wnt signaling pathway (GO:2000050)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	DACT1
eye photoreceptor cell development (GO:0042462)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	TH
fibrinolysis (GO:0042730)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	GP1BA
response to acidic pH (GO:0010447)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	TRPV1
response to ethanol (GO:0045471)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	TH
heterocycle biosynthetic process (GO:0018130)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	ALOX5
icosanoid biosynthetic process (GO:0046456)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	ALOX5
intracellular cholesterol transport (GO:0032367)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	ABCA1
steroid hormone mediated signaling pathway (GO:0043401)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	NR3C2
macrophage differentiation (GO:0030225)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	IL15
mammary gland epithelium development (GO:0061180)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	WNT7B
membrane raft organization (GO:0031579)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	YJEFN3
negative regulation of leukocyte activation (GO:0002695)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	NR1H3
neurotrophin TRK receptor signaling pathway (GO:0048011)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	NTRK1
peptidyl-tyrosine autophosphorylation (GO:0038083)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	NTRK1
photoreceptor cell development (GO:0042461)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	TH
placenta development (GO:0001890)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	ASCL2
positive regulation of acute inflammatory response (GO:0002675)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	CREB3L3
positive regulation of endothelial cell chemotaxis (GO:2001028)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	FGF18
positive regulation of histone H3-K4 methylation (GO:0051571)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	WDR61
positive regulation of protein export from nucleus (GO:0046827)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	RAPGEF3
protein localization to cell-cell junction (GO:0150105)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	TJP3
protein localization to chromosome, telomeric region (GO:0070198)	1/15	0.4298374425734613	0.8485006015444929	0	0	1.8733943168548073	1.5817970861613198	TPP1
sensory perception of sound (GO:0007605)	4/91	0.4309797178719894	0.8500188721319409	0	0	1.2062204192021637	1.0152687890091747	CLIC5;USH1G;WHRN;HPN
carboxylic acid metabolic process (GO:0019752)	2/40	0.4352010139297374	0.8548038766270132	0	0	1.3805557550082574	1.148549568877855	CSGALNACT1;GLYAT
stem cell differentiation (GO:0048863)	2/40	0.4352010139297374	0.8548038766270132	0	0	1.3805557550082574	1.148549568877855	WNT7A;SP7
negative regulation of ERBB signaling pathway (GO:1901185)	2/40	0.4352010139297374	0.8548038766270132	0	0	1.3805557550082574	1.148549568877855	CBLC;SPRY1
negative regulation of cell migration (GO:0030336)	6/144	0.4362373959149901	0.8548038766270132	0	0	1.1407526689330232	0.9463327060424672	ACVRL1;PTPRT;SFRP2;TNN;PODN;SRGAP1
cellular component disassembly (GO:0022411)	3/66	0.4391727944474576	0.8548038766270132	0	0	1.2491543065313557	1.0278820283622225	SCUBE3;KIF9;MMP15
positive regulation of cell death (GO:0010942)	3/66	0.4391727944474576	0.8548038766270132	0	0	1.2491543065313557	1.0278820283622225	NTRK1;ACER2;AXIN2
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	4/92	0.4392143551790891	0.8548038766270132	0	0	1.192451187663226	0.9811103263864243	SFRP2;IL15;ENPP2;PECAM1
Wnt signaling pathway (GO:0016055)	4/92	0.4392143551790891	0.8548038766270132	0	0	1.192451187663226	0.9811103263864243	SFRP2;WNT7B;WNT7A;CELSR2
regulation of cell development (GO:0060284)	2/41	0.44775862474216754	0.8548038766270132	0	0	1.3450869276244446	1.0807786589104458	HES6;ASCL2
response to growth factor (GO:0070848)	2/41	0.44775862474216754	0.8548038766270132	0	0	1.3450869276244446	1.0807786589104458	ACVRL1;PLK5
hexose metabolic process (GO:0019318)	2/41	0.44775862474216754	0.8548038766270132	0	0	1.3450869276244446	1.0807786589104458	DCXR;APOD
keratinocyte differentiation (GO:0030216)	2/41	0.44775862474216754	0.8548038766270132	0	0	1.3450869276244446	1.0807786589104458	EVPL;IVL
T cell differentiation (GO:0030217)	2/41	0.44775862474216754	0.8548038766270132	0	0	1.3450869276244446	1.0807786589104458	JAG2;SOX4
anion transmembrane transport (GO:0098656)	3/67	0.44888434678676203	0.8548038766270132	0	0	1.2295722336065573	0.9848750682640184	SLC13A4;SLC7A2;SLC7A3
positive regulation of catabolic process (GO:0009896)	3/67	0.44888434678676203	0.8548038766270132	0	0	1.2295722336065573	0.9848750682640184	APC2;VSIR;DACT1
3'-UTR-mediated mRNA destabilization (GO:0061158)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	RBM24
regulation of activin receptor signaling pathway (GO:0032925)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	DACT1
autophagy of nucleus (GO:0044804)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	ATG9B
B cell activation involved in immune response (GO:0002312)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	CD180
basement membrane organization (GO:0071711)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	HPN
regulation of cellular carbohydrate metabolic process (GO:0010675)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	RORA
regulation of ERBB signaling pathway (GO:1901184)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	CDH13
cellular response to sterol (GO:0036315)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	RORA
ceramide catabolic process (GO:0046514)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	ACER2
regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	SFRP2
regulation of neurotransmitter transport (GO:0051588)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	MCTP2
glutamine family amino acid catabolic process (GO:0009065)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	ALDH4A1
serine family amino acid metabolic process (GO:0009069)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	GLYAT
male meiosis I (GO:0007141)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	DDX4
T cell mediated immunity (GO:0002456)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	CD55
negative regulation of epithelial cell differentiation (GO:0030857)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	SPRY1
negative regulation of immune effector process (GO:0002698)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	CD55
negative regulation of lyase activity (GO:0051350)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	LTB4R2
negative regulation of macrophage activation (GO:0043031)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	NR1H3
negative regulation of type I interferon-mediated signaling pathway (GO:0060339)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	NLRC5
neutrophil activation (GO:0042119)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	IL15
nucleotide catabolic process (GO:0009166)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	NT5E
odontogenesis of dentin-containing tooth (GO:0042475)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	BMP2
oligodendrocyte development (GO:0014003)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	PRDM8
positive regulation by host of viral transcription (GO:0043923)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	HPN
positive regulation of alpha-beta T cell proliferation (GO:0046641)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	CD55
positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	ALOX5
positive regulation of syncytium formation by plasma membrane fusion (GO:0060143)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	RAPGEF3
positive regulation of TORC1 signaling (GO:1904263)	1/16	0.4508066023225196	0.8548038766270132	0	0	1.7484105358764759	1.3929881366310999	RRAGD
positive regulation of phosphorylation (GO:0042327)	10/253	0.45270104431306596	0.8548038766270132	0	0	1.0797218674613311	0.8557047565810723	C3;RET;NTRK1;BMP2;INSRR;FGF18;PECAM1;KNDC1;TNIK;AXIN2
regulation of kinase activity (GO:0043549)	4/94	0.4555758436470479	0.8548038766270132	0	0	1.165830673354613	0.9165679959314026	RET;NTRK1;INSRR;NLRC5
